
Respondent_ID,Age,Gender,City_Tier,Employment_Type,Monthly_Income_INR,Monthly_Expenses_INR,Savings_Percentage,Investment_Type,Has_Health_Insurance,Has_Life_Insurance,Has_Emergency_Fund,Debt_Status,Monthly_Debt_Payment_INR,Financial_Literacy_Score,Uses_Financial_Apps,Primary_Financial_Goal,Risk_Tolerance_Level,Savings_Channel,Region
741,21,Female,Tier 3,Salaried,164351,134342,31,Gold,Yes,Yes,Yes,Home Loan,43016,5,Yes,Business,Medium,Bank Account,North
742,28,Male,Tier 3,Salaried,61999,19637,10,Stocks,No,Yes,Yes,Personal Loan,24276,2,Yes,Wealth Accumulation,High,Cash,North
743,55,Female,Tier 2,Salaried,77780,53258,21,Mutual Funds,No,No,Yes,Personal Loan,34351,2,Yes,Business,Low,Bank Account,North
744,35,Male,Tier 3,Self-Employed,37908,139553,40,Cryptocurrency,No,No,No,No Debt,6704,9,Yes,Business,Low,Cash,West
745,42,Female,Tier 1,Student,141278,36950,44,Mutual Funds,Yes,Yes,No,Home Loan,40756,5,Yes,Home Purchase,Medium,Cash,West
746,34,Female,Tier 2,Salaried,128002,137870,39,Cryptocurrency,No,No,No,Credit Card Debt,17959,5,No,Travel,Low,Digital Wallet,Central
747,46,Male,Tier 1,Student,196297,10215,21,Stocks,No,Yes,Yes,No Debt,28522,7,Yes,Home Purchase,High,Investment Platform,West
748,48,Male,Tier 2,Student,184024,115603,45,None,Yes,No,Yes,Personal Loan,9953,6,No,Wealth Accumulation,Medium,Investment Platform,South
749,43,Male,Tier 3,Self-Employed,115706,21523,6,Stocks,Yes,Yes,Yes,Home Loan,26567,2,Yes,Education,Medium,Digital Wallet,West
750,34,Female,Tier 2,Salaried,183735,78689,17,None,Yes,Yes,Yes,Personal Loan,22560,1,Yes,Retirement,Medium,Investment Platform,South
751,44,Female,Tier 1,Self-Employed,137019,33834,6,None,Yes,Yes,Yes,No Debt,2613,5,Yes,Wealth Accumulation,Low,Digital Wallet,South
752,22,Female,Tier 2,Salaried,124708,44474,32,Stocks,Yes,Yes,Yes,Personal Loan,36660,4,No,Education,High,Bank Account,North
753,46,Male,Tier 1,Self-Employed,194001,53066,47,Mutual Funds,Yes,No,Yes,Home Loan,45104,3,No,Wealth Accumulation,High,Cash,Central
754,34,Male,Tier 3,Student,24343,20400,30,Fixed Deposit,Yes,Yes,No,Home Loan,39501,2,Yes,Education,Medium,Investment Platform,North
755,27,Female,Tier 2,Salaried,91173,135211,26,Mutual Funds,Yes,Yes,No,No Debt,37199,10,Yes,Retirement,High,Investment Platform,North
756,23,Female,Tier 2,Unemployed,115260,20345,47,Mutual Funds,Yes,No,Yes,Home Loan,24496,2,Yes,Education,Low,Bank Account,West
757,43,Other,Tier 2,Student,185863,43896,7,Gold,Yes,No,Yes,Personal Loan,17765,4,Yes,Business,High,Bank Account,West
758,38,Male,Tier 2,Unemployed,175206,38899,39,Gold,Yes,No,Yes,Personal Loan,25721,2,No,Wealth Accumulation,Low,Investment Platform,South
759,58,Female,Tier 1,Student,193173,38229,16,Mutual Funds,Yes,Yes,No,Credit Card Debt,3515,4,Yes,Retirement,Low,Investment Platform,West
760,55,Male,Tier 2,Self-Employed,84443,15583,28,Cryptocurrency,Yes,No,No,Credit Card Debt,4454,3,Yes,Education,Low,Digital Wallet,West
761,35,Male,Tier 1,Salaried,72530,145969,9,None,Yes,No,No,Credit Card Debt,40537,9,No,Business,Low,Digital Wallet,East
762,45,Female,Tier 2,Student,192871,81537,24,Gold,Yes,Yes,No,Personal Loan,22873,7,No,Business,Low,Investment Platform,South
763,57,Female,Tier 3,Self-Employed,150899,145639,43,Mutual Funds,No,Yes,Yes,Personal Loan,8384,3,Yes,Travel,High,Digital Wallet,South
764,48,Other,Tier 3,Salaried,111143,84807,43,Fixed Deposit,Yes,Yes,Yes,No Debt,13727,8,Yes,Business,High,Bank Account,East
765,30,Male,Tier 2,Salaried,159771,139648,17,Cryptocurrency,No,Yes,Yes,Credit Card Debt,3534,9,Yes,Home Purchase,Low,Cash,South
766,59,Male,Tier 2,Student,129527,122652,45,Stocks,Yes,Yes,Yes,Personal Loan,33523,7,Yes,Retirement,Low,Digital Wallet,Central
767,37,Female,Tier 1,Salaried,151385,81792,49,Mutual Funds,Yes,Yes,No,No Debt,31889,6,Yes,Retirement,High,Cash,Central
768,59,Female,Tier 3,Student,159670,141300,16,Mutual Funds,Yes,No,Yes,Personal Loan,49979,4,No,Retirement,Low,Digital Wallet,East
769,42,Male,Tier 1,Salaried,126362,47052,17,None,Yes,No,Yes,No Debt,25465,5,No,Education,Low,Investment Platform,West
770,46,Male,Tier 2,Unemployed,43807,56032,14,Cryptocurrency,No,No,Yes,Credit Card Debt,30593,8,Yes,Wealth Accumulation,Medium,Digital Wallet,Central
771,45,Male,Tier 1,Self-Employed,191298,43686,37,Gold,Yes,No,No,Credit Card Debt,21330,3,Yes,Education,Medium,Cash,East
772,37,Female,Tier 1,Unemployed,74550,86981,44,Gold,Yes,Yes,Yes,Credit Card Debt,8302,2,Yes,Home Purchase,Low,Cash,Central
773,33,Male,Tier 2,Student,18558,108802,20,Gold,Yes,No,No,Personal Loan,12907,3,Yes,Wealth Accumulation,Medium,Investment Platform,North
774,40,Male,Tier 1,Unemployed,65113,143881,49,Stocks,Yes,No,Yes,Personal Loan,24430,7,Yes,Business,Medium,Cash,East
775,45,Male,Tier 2,Student,67999,52818,39,Cryptocurrency,No,Yes,Yes,No Debt,41752,8,Yes,Education,Low,Investment Platform,South
776,24,Male,Tier 1,Salaried,182415,110422,7,Cryptocurrency,No,No,Yes,Home Loan,47153,1,Yes,Wealth Accumulation,High,Investment Platform,Central
777,30,Male,Tier 1,Salaried,73219,81927,9,Gold,Yes,No,No,Home Loan,7181,7,Yes,Business,Medium,Cash,South
778,23,Female,Tier 2,Student,181258,89465,30,Gold,Yes,Yes,Yes,Credit Card Debt,46213,9,Yes,Wealth Accumulation,Low,Bank Account,East
779,38,Male,Tier 1,Unemployed,183038,123221,15,None,Yes,No,No,Home Loan,12875,3,Yes,Business,Low,Cash,Central
780,56,Female,Tier 1,Salaried,179841,47333,11,Fixed Deposit,No,Yes,Yes,Credit Card Debt,27219,3,Yes,Wealth Accumulation,Low,Cash,South
781,42,Male,Tier 2,Self-Employed,68218,136457,14,Fixed Deposit,Yes,Yes,Yes,No Debt,36182,8,Yes,Education,Medium,Digital Wallet,West
782,54,Female,Tier 1,Salaried,34229,26576,46,Mutual Funds,Yes,Yes,No,Home Loan,15005,4,Yes,Education,Low,Cash,West
783,28,Female,Tier 3,Self-Employed,90209,129875,38,Mutual Funds,No,No,Yes,Home Loan,42269,8,Yes,Home Purchase,Medium,Digital Wallet,North
784,39,Female,Tier 1,Unemployed,42877,49405,7,Cryptocurrency,Yes,No,Yes,Credit Card Debt,14245,5,Yes,Travel,Low,Digital Wallet,East
785,57,Female,Tier 1,Self-Employed,112137,104000,12,Cryptocurrency,Yes,No,No,No Debt,6457,3,No,Retirement,Medium,Cash,South
786,26,Male,Tier 2,Self-Employed,53084,41601,35,Stocks,No,Yes,Yes,Home Loan,6749,4,Yes,Education,Medium,Investment Platform,North
787,46,Male,Tier 1,Self-Employed,96780,77946,15,Stocks,Yes,Yes,No,Home Loan,33064,4,Yes,Education,Medium,Bank Account,East
788,54,Female,Tier 1,Self-Employed,162878,62116,49,Fixed Deposit,Yes,No,Yes,Home Loan,9821,8,Yes,Business,Medium,Cash,West
789,26,Other,Tier 1,Salaried,52034,114186,11,Mutual Funds,Yes,No,Yes,No Debt,49720,6,Yes,Travel,High,Cash,South
790,57,Female,Tier 1,Self-Employed,186389,72894,49,Fixed Deposit,Yes,Yes,Yes,No Debt,32761,7,No,Education,Medium,Investment Platform,Central
791,53,Female,Tier 3,Salaried,70468,17465,6,Fixed Deposit,Yes,Yes,No,Home Loan,38051,9,No,Wealth Accumulation,Low,Digital Wallet,West
792,42,Female,Tier 1,Self-Employed,165166,66754,10,Mutual Funds,No,No,Yes,Credit Card Debt,13119,6,Yes,Travel,Medium,Investment Platform,Central
793,41,Male,Tier 3,Student,25589,102850,45,Stocks,Yes,No,No,Credit Card Debt,7664,3,Yes,Retirement,High,Investment Platform,Central
794,26,Male,Tier 3,Unemployed,72221,119765,36,None,No,Yes,No,Home Loan,29281,3,Yes,Wealth Accumulation,Low,Digital Wallet,South
795,26,Female,Tier 2,Self-Employed,16657,102691,24,None,No,Yes,Yes,No Debt,40279,3,Yes,Business,Low,Cash,South
796,24,Female,Tier 3,Student,113300,48871,38,None,Yes,No,Yes,Home Loan,31821,10,Yes,Home Purchase,Medium,Investment Platform,Central
797,50,Male,Tier 1,Self-Employed,132229,39511,20,Mutual Funds,Yes,No,Yes,No Debt,38233,2,Yes,Wealth Accumulation,Medium,Investment Platform,North
798,31,Female,Tier 3,Self-Employed,54531,90960,29,Gold,Yes,Yes,Yes,Home Loan,24647,1,Yes,Retirement,Medium,Cash,Central
799,50,Male,Tier 1,Self-Employed,67227,75776,16,Gold,No,Yes,Yes,No Debt,45325,10,Yes,Wealth Accumulation,Low,Cash,Central
800,51,Female,Tier 2,Student,18164,54462,11,Gold,No,No,No,Personal Loan,4382,1,No,Travel,Low,Bank Account,South
801,44,Male,Tier 2,Unemployed,108078,42574,43,Cryptocurrency,Yes,Yes,No,Credit Card Debt,16449,4,Yes,Travel,High,Investment Platform,East
802,29,Male,Tier 1,Student,56247,112072,21,Stocks,No,Yes,No,Personal Loan,17263,3,Yes,Retirement,Low,Bank Account,West
803,23,Female,Tier 2,Unemployed,165673,88282,49,Stocks,Yes,Yes,No,Credit Card Debt,24643,5,Yes,Travel,Low,Digital Wallet,South
804,51,Male,Tier 2,Self-Employed,65599,119779,15,Cryptocurrency,No,Yes,No,No Debt,9408,9,Yes,Wealth Accumulation,Medium,Cash,North
805,57,Female,Tier 1,Salaried,150624,28557,10,Fixed Deposit,Yes,No,Yes,Personal Loan,23606,8,No,Home Purchase,High,Cash,West
806,56,Female,Tier 1,Self-Employed,155489,82104,27,None,Yes,Yes,No,Credit Card Debt,27603,9,Yes,Wealth Accumulation,Medium,Bank Account,South
807,44,Female,Tier 2,Unemployed,83207,147152,31,Gold,No,No,No,Home Loan,46458,5,No,Home Purchase,High,Investment Platform,South
808,51,Male,Tier 2,Student,87055,132013,10,None,Yes,Yes,Yes,No Debt,5069,8,Yes,Travel,Low,Digital Wallet,East
809,26,Male,Tier 3,Self-Employed,117266,51081,42,Gold,Yes,Yes,No,No Debt,19623,4,No,Wealth Accumulation,Low,Investment Platform,North
810,22,Male,Tier 3,Student,93270,145440,6,None,Yes,Yes,Yes,Home Loan,44440,5,No,Travel,Low,Investment Platform,North
811,40,Other,Tier 3,Student,126426,129181,26,Fixed Deposit,Yes,No,No,Home Loan,16891,3,Yes,Home Purchase,High,Bank Account,South
812,48,Female,Tier 2,Student,149794,37094,24,None,Yes,No,No,Credit Card Debt,7704,5,Yes,Travel,Medium,Investment Platform,East
813,31,Female,Tier 1,Self-Employed,85442,76766,29,None,No,Yes,No,No Debt,28290,3,No,Education,Low,Bank Account,South
814,24,Female,Tier 1,Student,110632,93053,19,Mutual Funds,Yes,No,Yes,Credit Card Debt,27460,5,Yes,Business,Medium,Cash,Central
815,35,Female,Tier 3,Student,186103,11301,33,None,Yes,No,No,Home Loan,17509,5,Yes,Wealth Accumulation,Low,Cash,Central
816,26,Female,Tier 2,Self-Employed,36438,91463,12,Mutual Funds,No,No,Yes,No Debt,17269,6,Yes,Education,Medium,Cash,East
817,50,Male,Tier 1,Student,73819,34466,41,Stocks,Yes,Yes,Yes,Home Loan,7975,9,Yes,Travel,High,Digital Wallet,South
818,58,Female,Tier 1,Self-Employed,58856,36081,37,Cryptocurrency,Yes,No,No,Credit Card Debt,44837,1,Yes,Travel,Low,Digital Wallet,East
819,22,Male,Tier 3,Unemployed,179648,34354,26,None,No,Yes,Yes,Credit Card Debt,6565,10,Yes,Business,Low,Investment Platform,South
820,35,Female,Tier 2,Unemployed,56938,103297,9,Stocks,No,Yes,No,Credit Card Debt,22467,6,Yes,Travel,Low,Bank Account,South
821,31,Female,Tier 2,Unemployed,195100,28300,43,Mutual Funds,Yes,No,Yes,No Debt,4870,1,Yes,Business,Low,Investment Platform,Central
822,28,Female,Tier 2,Student,74807,74384,22,None,No,Yes,Yes,Home Loan,18909,6,No,Wealth Accumulation,Low,Cash,West
823,46,Male,Tier 1,Salaried,64877,105027,42,None,Yes,Yes,No,Home Loan,9117,2,Yes,Home Purchase,Medium,Investment Platform,North
824,25,Male,Tier 1,Salaried,58461,131684,41,Fixed Deposit,No,Yes,Yes,Credit Card Debt,1938,8,No,Business,Low,Investment Platform,North
825,26,Male,Tier 1,Student,108474,70892,34,Stocks,Yes,No,Yes,Credit Card Debt,28390,3,No,Business,High,Investment Platform,East
826,46,Male,Tier 1,Salaried,186541,45525,35,Gold,No,No,No,Credit Card Debt,44322,10,No,Education,Low,Cash,North
827,24,Male,Tier 3,Self-Employed,98136,16464,14,Gold,Yes,Yes,Yes,Credit Card Debt,36000,6,No,Travel,Low,Bank Account,Central
828,39,Female,Tier 2,Salaried,35435,26562,19,Fixed Deposit,No,No,No,Personal Loan,20128,6,No,Wealth Accumulation,Low,Investment Platform,West
829,40,Female,Tier 3,Student,160263,117392,46,Mutual Funds,No,Yes,Yes,Personal Loan,31781,4,No,Home Purchase,Medium,Cash,South
830,53,Male,Tier 3,Student,99726,65514,48,Gold,No,Yes,Yes,Personal Loan,3465,5,Yes,Retirement,Medium,Digital Wallet,South
831,40,Male,Tier 1,Self-Employed,173458,123428,22,Gold,Yes,No,Yes,Credit Card Debt,440,2,Yes,Business,High,Bank Account,Central
832,32,Male,Tier 2,Unemployed,177793,122564,27,Cryptocurrency,Yes,Yes,Yes,Credit Card Debt,49613,10,No,Retirement,Medium,Cash,North
833,21,Female,Tier 2,Student,69786,118047,37,Stocks,Yes,Yes,Yes,Home Loan,5413,10,Yes,Travel,High,Investment Platform,South
834,46,Female,Tier 3,Self-Employed,28704,42634,20,Mutual Funds,No,Yes,Yes,No Debt,11663,8,No,Business,Medium,Cash,North
835,34,Female,Tier 1,Salaried,71635,10060,42,None,Yes,No,Yes,Home Loan,38523,10,No,Retirement,Low,Bank Account,Central
836,58,Female,Tier 2,Salaried,148195,19269,39,Stocks,No,Yes,Yes,Personal Loan,37780,7,Yes,Education,High,Investment Platform,South
837,57,Other,Tier 2,Self-Employed,105710,33065,38,Mutual Funds,No,No,Yes,Home Loan,19547,10,No,Retirement,High,Digital Wallet,East
838,31,Female,Tier 1,Self-Employed,77993,12895,32,Gold,Yes,No,Yes,Credit Card Debt,16126,6,Yes,Education,High,Digital Wallet,West
839,56,Male,Tier 1,Student,127752,90859,6,Cryptocurrency,No,Yes,Yes,Personal Loan,39520,7,Yes,Home Purchase,Low,Digital Wallet,North
840,33,Female,Tier 2,Salaried,171488,114127,34,Stocks,Yes,No,No,Personal Loan,5,1,Yes,Travel,Medium,Cash,North
841,23,Male,Tier 2,Self-Employed,147886,106426,17,Gold,Yes,Yes,No,No Debt,37544,5,Yes,Wealth Accumulation,Low,Bank Account,North
842,53,Female,Tier 1,Salaried,93537,21962,45,Mutual Funds,Yes,Yes,No,No Debt,7038,7,Yes,Retirement,Low,Digital Wallet,North
843,26,Male,Tier 2,Self-Employed,65258,43302,20,Stocks,Yes,No,Yes,Personal Loan,6414,1,Yes,Business,Medium,Investment Platform,Central
844,30,Female,Tier 1,Salaried,162580,95382,9,None,No,No,No,Personal Loan,22123,2,Yes,Travel,High,Investment Platform,Central
845,25,Female,Tier 2,Unemployed,100166,14011,32,Stocks,Yes,Yes,No,Home Loan,3970,9,No,Retirement,Medium,Investment Platform,Central
846,43,Female,Tier 1,Student,128710,139716,43,Gold,Yes,Yes,No,Personal Loan,11050,3,Yes,Business,High,Cash,Central
847,30,Female,Tier 3,Salaried,50699,29782,49,Stocks,No,Yes,Yes,Credit Card Debt,2606,6,Yes,Business,Low,Bank Account,South
848,22,Male,Tier 1,Unemployed,61335,130654,24,None,No,Yes,No,Home Loan,16482,7,Yes,Wealth Accumulation,Low,Bank Account,Central
849,33,Male,Tier 1,Salaried,61806,19196,28,Cryptocurrency,Yes,Yes,No,Credit Card Debt,33293,9,No,Wealth Accumulation,Medium,Digital Wallet,South
850,22,Male,Tier 1,Salaried,92853,53459,31,Cryptocurrency,No,Yes,No,Credit Card Debt,6337,5,No,Business,Low,Bank Account,East
851,40,Male,Tier 1,Unemployed,50739,97245,34,Gold,Yes,No,Yes,Credit Card Debt,33948,4,Yes,Wealth Accumulation,High,Investment Platform,Central
852,21,Female,Tier 2,Salaried,49785,88863,49,Mutual Funds,Yes,Yes,Yes,Personal Loan,24451,2,Yes,Business,Low,Investment Platform,East
853,57,Male,Tier 1,Salaried,178052,133206,31,Gold,Yes,Yes,Yes,No Debt,26265,3,No,Retirement,Medium,Cash,Central
854,29,Other,Tier 3,Student,100016,111010,30,Cryptocurrency,Yes,No,Yes,No Debt,25714,5,Yes,Home Purchase,Medium,Investment Platform,East
855,37,Female,Tier 1,Unemployed,147681,42769,11,Fixed Deposit,No,No,No,Credit Card Debt,20875,2,Yes,Wealth Accumulation,Low,Bank Account,West
856,29,Female,Tier 1,Unemployed,81253,117529,46,Fixed Deposit,Yes,Yes,Yes,Personal Loan,13057,4,Yes,Education,High,Investment Platform,East
857,31,Male,Tier 1,Self-Employed,106128,34700,42,Stocks,No,Yes,Yes,Home Loan,32400,1,Yes,Education,Medium,Digital Wallet,South
858,35,Female,Tier 1,Salaried,174213,15269,9,None,Yes,No,Yes,Credit Card Debt,5922,4,No,Education,Medium,Cash,North
859,44,Female,Tier 1,Student,176081,131631,27,Stocks,Yes,Yes,Yes,Home Loan,3071,7,Yes,Home Purchase,High,Cash,East
860,58,Female,Tier 2,Salaried,142581,53880,32,Fixed Deposit,No,Yes,Yes,Home Loan,22025,3,Yes,Business,Low,Bank Account,North
861,55,Female,Tier 2,Salaried,125966,124003,38,Cryptocurrency,No,No,No,Personal Loan,27503,10,Yes,Business,High,Investment Platform,West
862,50,Female,Tier 2,Self-Employed,152854,149392,19,Stocks,Yes,Yes,Yes,Personal Loan,23765,8,No,Travel,Low,Investment Platform,West
863,51,Male,Tier 2,Salaried,114352,59589,36,Gold,Yes,Yes,Yes,No Debt,35560,6,No,Education,Low,Bank Account,South
864,25,Female,Tier 2,Student,172005,45897,30,None,Yes,Yes,Yes,No Debt,46612,6,No,Education,High,Bank Account,South
865,34,Male,Tier 1,Student,92154,24380,35,Gold,Yes,Yes,Yes,Personal Loan,32782,1,Yes,Business,High,Digital Wallet,East
866,31,Male,Tier 2,Self-Employed,154379,80934,23,None,No,Yes,Yes,Credit Card Debt,18799,5,Yes,Education,Low,Bank Account,Central
867,29,Male,Tier 3,Salaried,123297,65830,13,Cryptocurrency,No,No,No,No Debt,35453,3,No,Business,Medium,Investment Platform,West
868,54,Male,Tier 2,Student,53346,15529,33,Stocks,Yes,Yes,No,Home Loan,27476,10,Yes,Business,High,Digital Wallet,North
869,32,Male,Tier 2,Salaried,127138,104598,43,None,No,Yes,No,Credit Card Debt,16212,1,No,Wealth Accumulation,Low,Cash,Central
870,55,Male,Tier 1,Salaried,65772,92987,8,Gold,Yes,Yes,No,Home Loan,9428,8,Yes,Business,Low,Investment Platform,West
871,55,Other,Tier 3,Salaried,55149,59178,7,Stocks,Yes,No,Yes,Personal Loan,31419,7,Yes,Retirement,Medium,Cash,East
872,21,Female,Tier 3,Self-Employed,101700,148009,33,Stocks,Yes,Yes,No,Home Loan,8159,7,Yes,Retirement,Low,Cash,West
873,42,Other,Tier 2,Salaried,173598,131952,15,Gold,Yes,Yes,No,Credit Card Debt,24310,10,No,Retirement,Low,Cash,South
874,49,Male,Tier 3,Student,111758,49886,37,Fixed Deposit,Yes,No,No,Personal Loan,36868,10,No,Retirement,High,Investment Platform,North
875,28,Male,Tier 1,Salaried,143447,59699,42,None,Yes,Yes,Yes,Credit Card Debt,39142,10,Yes,Home Purchase,Low,Cash,North
876,31,Female,Tier 1,Student,20695,86396,15,Gold,Yes,Yes,No,Home Loan,6004,4,Yes,Travel,High,Investment Platform,South
877,57,Male,Tier 3,Salaried,54169,100678,31,Cryptocurrency,Yes,Yes,No,Credit Card Debt,38289,6,No,Travel,Medium,Cash,Central
878,34,Male,Tier 3,Student,62947,35279,37,Mutual Funds,No,Yes,No,Personal Loan,11412,9,Yes,Business,Medium,Bank Account,South
879,50,Female,Tier 1,Student,193296,120776,25,Gold,Yes,Yes,Yes,Home Loan,11755,3,No,Education,Medium,Bank Account,North
880,55,Male,Tier 1,Salaried,60865,111444,43,Stocks,Yes,No,No,Home Loan,19017,9,Yes,Retirement,Medium,Investment Platform,East
881,41,Female,Tier 1,Salaried,171625,116300,35,Stocks,No,Yes,No,No Debt,3890,4,Yes,Travel,Low,Cash,Central
882,57,Female,Tier 1,Student,119501,123793,42,Gold,No,No,No,No Debt,28840,5,Yes,Travel,Low,Cash,West
883,25,Male,Tier 3,Unemployed,75410,126278,6,Mutual Funds,No,Yes,Yes,Credit Card Debt,17175,7,Yes,Retirement,Medium,Cash,East
884,39,Male,Tier 2,Self-Employed,118754,113247,31,Gold,Yes,Yes,No,No Debt,9191,6,Yes,Home Purchase,Low,Bank Account,Central
885,34,Female,Tier 1,Unemployed,105895,18997,40,Mutual Funds,Yes,Yes,Yes,No Debt,151,10,Yes,Home Purchase,Low,Cash,North
886,46,Male,Tier 1,Unemployed,170888,116102,15,Mutual Funds,Yes,No,Yes,No Debt,19447,8,Yes,Travel,High,Cash,North
887,24,Male,Tier 1,Salaried,65705,95711,22,Cryptocurrency,Yes,Yes,Yes,No Debt,22751,8,Yes,Home Purchase,High,Investment Platform,East
888,45,Other,Tier 1,Self-Employed,130700,126045,5,None,No,No,No,Personal Loan,29175,8,Yes,Wealth Accumulation,Low,Cash,Central
889,45,Male,Tier 2,Unemployed,88914,50860,39,Stocks,Yes,Yes,Yes,Personal Loan,24288,3,No,Retirement,Low,Bank Account,West
890,38,Female,Tier 3,Salaried,16881,13225,39,Stocks,Yes,Yes,Yes,No Debt,46629,10,Yes,Travel,Medium,Cash,West
891,28,Other,Tier 3,Unemployed,185639,120114,35,Mutual Funds,Yes,Yes,No,Credit Card Debt,47800,6,Yes,Retirement,High,Bank Account,South
892,59,Male,Tier 1,Unemployed,62365,123218,32,Stocks,Yes,Yes,No,Personal Loan,37367,7,Yes,Home Purchase,Low,Bank Account,East
893,34,Male,Tier 3,Salaried,94211,110764,43,Fixed Deposit,No,Yes,Yes,No Debt,12274,9,Yes,Retirement,Low,Digital Wallet,Central
894,52,Male,Tier 3,Salaried,171078,117041,5,Mutual Funds,Yes,Yes,No,Personal Loan,12218,10,No,Home Purchase,High,Bank Account,East
895,58,Male,Tier 3,Salaried,56198,122224,29,Stocks,Yes,No,No,Home Loan,23792,10,Yes,Home Purchase,High,Digital Wallet,West
896,53,Male,Tier 2,Self-Employed,168903,73656,47,Fixed Deposit,Yes,Yes,Yes,Personal Loan,2977,4,No,Retirement,Medium,Digital Wallet,Central
897,43,Female,Tier 1,Unemployed,115649,86290,42,Cryptocurrency,Yes,No,Yes,Personal Loan,17226,5,Yes,Home Purchase,Low,Cash,North
898,35,Male,Tier 1,Salaried,162531,66633,24,Stocks,Yes,Yes,Yes,Credit Card Debt,29022,8,Yes,Wealth Accumulation,Medium,Digital Wallet,North
899,53,Female,Tier 1,Student,178515,36655,7,Fixed Deposit,Yes,Yes,Yes,Personal Loan,3793,1,Yes,Business,Medium,Investment Platform,Central
900,45,Other,Tier 1,Unemployed,188388,131118,6,Gold,Yes,No,Yes,Credit Card Debt,1659,6,No,Retirement,Low,Bank Account,East
901,37,Female,Tier 1,Student,151949,13114,22,None,No,Yes,No,Home Loan,37930,4,No,Business,Low,Investment Platform,East
902,53,Female,Tier 2,Self-Employed,54553,36502,48,Gold,No,Yes,No,No Debt,43473,5,Yes,Retirement,Low,Digital Wallet,North
903,22,Male,Tier 2,Salaried,150994,59768,14,Fixed Deposit,No,No,Yes,Credit Card Debt,16040,5,No,Home Purchase,Medium,Cash,North
904,34,Female,Tier 2,Student,137778,58128,9,Mutual Funds,No,No,Yes,Personal Loan,4270,2,Yes,Home Purchase,Medium,Bank Account,West
905,59,Female,Tier 1,Self-Employed,132018,93123,13,Mutual Funds,Yes,Yes,Yes,Personal Loan,13286,8,No,Travel,High,Investment Platform,Central
906,26,Male,Tier 3,Salaried,150758,118255,6,Stocks,Yes,Yes,Yes,Credit Card Debt,3603,2,Yes,Wealth Accumulation,Medium,Cash,East
907,26,Male,Tier 3,Student,47766,13174,38,Gold,Yes,No,Yes,Home Loan,46540,4,Yes,Travel,High,Digital Wallet,West
908,23,Female,Tier 3,Student,47006,127769,42,Mutual Funds,No,Yes,No,No Debt,17600,5,Yes,Business,High,Cash,East
909,27,Male,Tier 3,Self-Employed,46422,45398,35,Mutual Funds,No,No,No,Personal Loan,2291,1,No,Home Purchase,Low,Investment Platform,North
910,28,Male,Tier 2,Salaried,131590,145393,14,Gold,No,Yes,Yes,Home Loan,13123,6,No,Travel,Low,Cash,Central
911,35,Male,Tier 3,Salaried,27205,133549,16,Cryptocurrency,Yes,Yes,No,No Debt,3811,2,No,Home Purchase,Medium,Investment Platform,South
912,49,Male,Tier 1,Student,169599,82635,40,Mutual Funds,No,No,Yes,No Debt,13347,5,No,Retirement,Low,Cash,Central
913,53,Female,Tier 1,Student,164515,33760,25,None,Yes,Yes,No,Personal Loan,31276,6,Yes,Travel,High,Bank Account,South
914,50,Female,Tier 1,Student,162596,140674,10,Fixed Deposit,Yes,Yes,Yes,Credit Card Debt,46619,8,No,Business,Low,Cash,West
915,59,Female,Tier 1,Salaried,131477,146873,7,Stocks,Yes,Yes,Yes,Personal Loan,15513,9,No,Travel,Low,Bank Account,South
916,47,Male,Tier 1,Self-Employed,43202,24130,14,Mutual Funds,Yes,No,No,Personal Loan,5142,6,Yes,Home Purchase,Medium,Investment Platform,South
917,56,Male,Tier 2,Self-Employed,192214,117215,9,None,Yes,No,Yes,Personal Loan,23246,5,Yes,Education,Medium,Bank Account,West
918,49,Female,Tier 3,Salaried,76692,98095,30,None,Yes,Yes,No,Home Loan,25507,4,Yes,Education,Medium,Cash,Central
919,58,Male,Tier 2,Unemployed,35855,70942,25,Mutual Funds,Yes,Yes,Yes,Credit Card Debt,26714,2,No,Wealth Accumulation,Medium,Bank Account,West
920,53,Male,Tier 1,Self-Employed,40095,108970,49,Cryptocurrency,Yes,No,Yes,Home Loan,12194,2,No,Home Purchase,Low,Investment Platform,North
921,57,Female,Tier 3,Student,184796,92203,30,Fixed Deposit,No,No,Yes,Personal Loan,7526,7,No,Retirement,Low,Cash,North
922,47,Male,Tier 2,Unemployed,64241,98177,42,Stocks,No,No,Yes,Credit Card Debt,19362,5,No,Travel,High,Bank Account,South
923,53,Female,Tier 1,Unemployed,118119,82902,48,Mutual Funds,Yes,Yes,No,No Debt,46281,7,No,Education,Low,Bank Account,West
924,24,Male,Tier 2,Self-Employed,67003,102172,30,Stocks,No,No,Yes,Credit Card Debt,44852,1,No,Retirement,Low,Digital Wallet,West
925,42,Male,Tier 1,Unemployed,109837,30056,12,Gold,No,No,No,Personal Loan,46117,1,No,Home Purchase,Medium,Bank Account,West
926,22,Male,Tier 1,Unemployed,109283,148454,9,None,Yes,Yes,No,Credit Card Debt,47836,5,Yes,Retirement,Low,Digital Wallet,Central
927,30,Other,Tier 3,Self-Employed,162044,65739,19,None,Yes,Yes,No,No Debt,4595,2,Yes,Home Purchase,Medium,Investment Platform,East
